ISBN;EAN;ASIN;Eigenschaft;Class;AX;BX;Autor;Titel;Seiten;Verlag;Bindung;Listenpreis;Datum;Translator;Orginaltitel;Sprache;Orginalsprache;Reihe;Thema;Buchart;Ersterscheinung;Standort;Auflage;Inhalt;Buchnummer;dnb-idns
3808928581;9783808928585.0;;8194;;;Kalama, Wayne;"Bowden, Joan; Paris, Pat (Design); Selley, Lyndsey (Ill.)";Gefährdete Tiere in Urwald und Inselwelt;10.0;Siebert;180° Mittelb., V(5);1,67 €;1993;;;deutsch;;Gefährdete Tiere in;Tiere, ,Urwald, Koala,Komodowaran, Waran, Faultier, Chamäleon, Pyton, Schlange;;1;1 - 1;;"Das Buch gibt Informationen über die oben genannten Urwaldtiere, ihre Aufzucht, den besonderen Fähigkeiten und ihren Überlebenstechniken. Format 15 x 15 cm.

Das Buch ist gut erhalten, kaum bestoßen und ohne Eintrag. Auf der  - 1

";1267.0;[]
;978.0;;8194;;;Kalama, Wayne;"Bowden, Joan; Paris, Pat (Design); Selley, Lyndsey (Ill.)";Gefährdete Tiere in Steppe und Wüste;10.0;Siebert;180° Mittelb., V(5);7,50 €;1993;;;deutsch;;Gefährdete Tiere in;Tiere, , Steppe, Wüste, Fennek, Fuchs,Gepard,Oryx, Antilope,Kängeruhratte, Ratte, Nashorn;;1;1 - 1;;"Das Buch gibt Informationen über die oben genannten Wüstentiere, ihre Aufzucht, den besonderen Fähigkeiten und ihren Überlebenstechniken. Format 15 x 15 cm.

Das Buch ist gut erhalten, kaum bestoßen und ohne Eintrag. Auf der Rückseite ein Aufkleber. - 1";1266.0;[]
0525455760;9780525455769.0;;8193;;;Pelham, David;Pelham, David;Crawlies Creep;20.0;Dutton Juvenile;180° (10) m. Beweg.;7,89 €;1996;;;English;;;Tiere, Wurm, Käfer, Grashüpfer, Eule, Fuchs, Pinguin, Krokodil, Ente, Krebs, Pferd, Kinder;;2;1 - 1;;"Es werden die Bewegungen der einzelnen Tiere (und Kinder) mit Bild und Sprüchen dargestellt. Die Bewegung erscheint erst, wenn eine eingefaltete Seite aufgeschlagen wird.

Das Buch scheint etwas angestaubt zu sein. Kein Eintrag oder anderes fehl. - 2
";1876.0;[]
;978.0;;8194;;;Diaz, James Roger;"Nockels, David (Ill.);Strejan, John (Design)";Animal Acrobats;10.0;Mewthuen/Walker;90°, Aufklappb. (5) hoch;;1981;;;English;;Animals in Action;Tiere, Gibbon, Affe,Opossum,Delphin, EichhörnchnFledermaus, Tierakrobatik;;3;1 - 1;;Es werden fünf Tierarten beschrieben, die besondere akrobatische Leistungen vollbringen: Gibbonaffe an Lianen schwingen, Opossum, dass sich an den Schwanz hängen kann, Delphine, aus dem Wasser springen, Eichhörnchen, das den Baumstamm auf und ab laufen ka;1264.0;[]
;978.0;;8257;;;Dudley, Dick;Paris, Pat (Ill.);Hundekinder;10.0;Siebert;90°, Aufklappb. (5) hoch;0,00 €;1990;;;deutsch;;Siebert bewegliche Bilderbücher;Tier, Haustier, Hund, Junge;;6;X;;"Es werden die Lieblingsbeschäftigungen der jungen Hunde dargestellt: Schwanzwedeln, Bodenwälzen, ... graben, liebhaben.

Das Buch ist nur ein Belegexemplar. Drei der fünf Pop-up-Bilder sind total zerstört bzw. ausgerissen. Nur das 2. (Wälzen) und 5. Bil";1263.0;[]
0803712758;9780803712751.0;;8194;;;Dudley, Dick;"Kendall; Cindy; Mirocha, Paul (Ill.)";Spiders;12.0;Dial Books for Young Readers;180° (1),hoch;2,07 €;1995;;;English;;A Dial Nature Notebook Pop-up;Tiere, Insekt, Spinnen;;2;1 - 1;;"In den Buch sitz eine Spinne auf  Blättern und wartet auf ihr Opfer. Daruznter befindet sich ein kleineres bebildertes Heft, dass das Vorkommen, die Fähigkeiten und die Aufzucht der Spinnen erläutert.

Das Buch ist gut erhalten und nur leicht bestoßen.";1262.0;[]
0803712758;9780803712751.0;;8194;;;Dudley, Dick;"Kendall; Cindy; Mirocha, Paul (Ill.)";Butterfly;14.0;Dial Books for Young Readers;180° (1),hoch;3,00 €;1995;;;English;;A Dial Nature Notebook Pop-up;Tiere, Insekt, Schmetterling;;2;1 - 1;;"In den Buch fliegen drei schmettewrlinge  über Blätter hinweg. Darunter befindet sich ein kleineres bebildertes Heft, dass das Vorkommen, die Fähigkeiten und die Aufzucht der Schmetterlinge erläutert.

Das Buch ist gut erhalten und nur leicht bestoßen.";1261.0;[]
0803712758;9780803712751.0;;8194;;;Dudley, Dick;"Kendall; Cindy; Mirocha, Paul (Ill.)";Bats;10.0;Dial Books for Young Readers;180° (1),hoch;2,07 €;1995;;;English;;A Dial Nature Notebook Pop-up;Tiere, Vogel, Fledermaus;;2;1 - 1;;"In den Buch fliegt eine Fledermaus über Blätter hinweg. Daruznter befindet sich ein kleineres Heft, dass das Vorkommen, die Fähigkeiten und die Aufzucht der Fledermaus erläutert.

Das Buch ist gut erhalten und nur leicht bestoßen. Kein Eintrag.- 2";1260.0;[]
0803712758;9780803712751.0;;8194;;;Dudley, Dick;"Kendall; Cindy; Mirocha, Paul (Ill.)";Eagles;12.0;Dial Books for Young Readers;180° (1),hoch;2,07 €;1995;;;English;;A Dial Nature Notebook Pop-up;Tiere, Vogel, Adler;;2;1 - 1;;"In den Buch sitzt ein Adler im Horst mit seinen zwei Jungen. Daruznter befindet sich ein kleineres Heft, dass das Vorkommen, die Fähigkeiten und die Aufzucht des Adlers erläutert.

Das buch ist gut erhalten und nur leicht bestoßen. - 2";1259.0;[]
0679875670;9780679875673.0;;8195;;;Hawcock, David;"Hawcock, David; Montgomery, Lee (Ill.)";Spinne;18.0;Braun  & Schneider;360°, Karussellbuch(1);6,98 €;1995;;;Deutsch;;Wipp-Tierchen;Tier, Insekt, Spinne;;2;H 11 -3;;In dem Buch wird die Anatomie (Körperteile, innere Aufbau), Verwandschaft, die Entwicklung, die Ernährung, das Zusammenleben und die Fähigkeiten der Spinne sowie deren Bedrohung erklärt. Nach dem Aufklappen kann das Buch an einem Gummifaden als Wipptier a;1258.0;[]
0679875670;9780679875673.0;;8195;;;Hawcock, David;"Hawcock, David; Montgomery, Lee (Ill.)";Biene;18.0;Braun  Schneider;360°, Karussellbuch(1);7,98 €;1995;;;Deutsch;;Wipp-Tierchen;Tier, Insekt, Biene;;2;H 11 -3;;In dem Buch wird die Anatomie (Körperteile, innere Aufbau), Verwandschaft, die Entwicklung, die Ernährung, das Zusammenleben und die Fähigkeiten der Bienesowie deren Bedrohung erklärt. Nach dem Aufklappen kann das Buch an einem Gummifaden als Wipptier auf;1257.0;[]
0679875670;9780679875673.0;;8195;;;Hawcock, David;"Hawcock, David; Montgomery, Lee (Ill.)";Beetle;18.0;Random House;360°, Karussellbuch(1);3,35 €;1996;;;English;;Bouncing Bugs;Tier, Insekt, Käfer;;2;1 - 1;;In dem Buch wird die Anatomie (Körperteile, innere Aufbau), Verwandschaft, die Entwicklung, die Ernährung, das Zusammenleben und die Fähigkeiten der Käfer sowie deren Bedrohung erklärt. Nach dem Aufklappen kann das Buch an einem Gummifaden als Wipptier au;1256.0;[]
0679875670;9780679875673.0;;8195;;;Hawcock, David;"Hawcock, David; Montgomery, Lee (Ill.)";Ant;18.0;Random House;360°, Karussellbuch(1);5,00 €;1996;;;English;;Bouncing Bugs;Tier, Insekt, Ameise;;1;H 11 - 3;;In dem Buch wird die Anatomie (Körperteile, innere Aufbau), Verwandschaft, die Entwicklung, die Ernährung, das Zusammenleben und die Fähigkeiten der Ameise sowie deren Bedrohung erklärt. Nach dem Aufklappen kann das Buch an einem Gummifaden als Wipptier a;1255.0;[]
0679875670;9780679875673.0;;8195;;;Hawcock, David;"Hawcock, David; Montgomery, Lee (Ill.)";Wasp;18.0;Random House;360°, Karussellbuch(1);4,49 €;1996;;;English;;Bouncing Bugs;Tier, Insekt, Wespe;;1;1 - 1;;"In dem Buch wird die Anatomie (Körperteile, innere Aufbau), Verwandschaft, die Entwicklung, die Ernährung, und die Fähigkeiten der Wespe sowie deren bedrohung erklärt. Nach dem Aufklappen kann das Buch an einem Gummifaden als Wipptier aufgehängt werden.
";1254.0;[]
0679875670;9780679875673.0;;8195;;;Hawcock, David;"Hawcock, David; Montgomery, Lee (Ill.)";Fly;18.0;Random House;360°, Karussellbuch(1);4,49 €;1996;;;English;;Bouncing Bugs;Tier, Insekt, Fliege;;1;1 - 1;;"In dem Buch wird die Anatomie (Körperteile, innere Aufbau), Verwandschaft, die Entwicklung, die Ernährung, und die Fähigkeiten der Fliege sowie deren bedrohung erklärt. Nach dem Aufklappen kann das Buch an einem Gummifaden als Wipptier aufgehängt werden.
";1253.0;[]
3414822008;9783414822000.0;;8193;Original - 2;;Jaramillo, Raquel (Design);Butler Seder, Rufus;Galopp!;24.0;Boje (Bastei Lübbe);Streifeneffekt;12,00 €;2008;;;deutsch;;Scanimotion;Pferd, Hahn, Hund, Katze, Adler, Affe, Schmetterling, Schildkröte, Stern;;1;1 - 1;;"Mit kleinen Versen und den Bewegungen beim Umblättern der Seiten werden Haus- und wilde Tiere sowie ein strahlender Stern vorgestellt.

Das Buch ist neu. - 1";1252.0;['986849863']
3414822040;9783414822048.0;;33554433;;;Jaramillo, Raquel (Design);Butler Seder, Rufus;Tempo!;24.0;Workman Publisher;Streifeneffekt;14,00 €;2009;;;English;;Scanimotion;Sportarten, Baseball,Fußball, Radfahren, Laufen,  Radschlagen, Schlittschuh, Basketball, Schwimmen,;;1;2 - 6;;"Mit kleinen Reimen und Bewegungen werden beim Umblättern verschiedene Sportarten vorgestellt.

Das Buch ist neu. - 1";1251.0;['992824737']
3414822040;9783414822048.0;;33554433;;;Jaramillo, Raquel (Design);Butler Seder, Rufus;Tempo!;24.0;Boje;Streifeneffekt;12,00 €;2009;;;deutsch;;Scanimotion;Sportarten, Baseball,Fußball, Radfahren, Laufen,  Radschlagen, Schlittschuh, Basketball, Schwimmen,;;1;1 - 1;;"Mit kleinen Reimen und Bewegungen werden beim Umblättern verschiedene Sportarten vorgestellt.

Das Buch ist neu. - 1";1250.0;['992824737']
3414822555;9783414822550.0;;8193;;;Jarramillo, Raquel;Butler Seder, Rufus;Hoppla!;24.0;Boje (Bastei Lübbe);Streifeneffekt;12,00 €;2010;;;deutsch;;Scanimotion;Wildtiere, Pinguin, FroschSchwein, Elefant,Schlange, Kolibri, Bär, Tümmler, Krokodil;;1;1 - 1;;"Mit kleinen Versen und den Bewegungen beim Umblättern der Seiten werden die wilden Tiere vorgestellt.

Das Buch ist neu. - 1";1249.0;['998319260']
3414822008;9783414822000.0;;8193;;;Jaramillo, Raquel (Design);Butler Seder, Rufus;Galopp!;24.0;Boje (Bastei Lübbe);Streifeneffekt;0,00 €;2008;;;deutsch;;Scanimotion;Pferd, Hahn, Hund, Katze, Adler, Affe, Schmetterling, Schildkröte, Stern;;1;auf Buffet;;"Mit kleinen Versen und den Bewegungen beim Umblättern der Seiten werden Haus- und wilde Tiere sowie ein strahlender Stern vorgestellt.

Das Buch ist neu. - 1";1248.0;['986849863']
;978.0;;33;Original;;N.N.;"Patric, Mary; Andersen, Hans Christian; Yeakey, Carol (Ill.)";The ugly Duckling;18.0;Samuel Lowe Company;Drehscheibe (1), Streifeneff.;16,56 €;1950er;;;English;;Magic Story Book;Märchen, Enten, Hund, Gans, Katze,;;2;6 - 1;;Es wird die Geschichte vom hässlichen schwrzen kleinen Entlein erzählt, dass sich überall abgestoßen fühlt und erst als es sich zu einem jungen weißen Schwan entwickelt hat, von allen bewundert wird. In dem Streifen-Fenster erscheinen  durch Drehen der Sc;1247.0;[]
;978.0;;4100;;;Pautner, Norbert;Pautner, Norbert (Ill.);Ich buchstabier dirG-l-ü-c-k;10.0;arsEdition, München;180° Mittelb., V(5);2,99 €;2008;;;deutsch;;Eine Pop-up-Überraschung;Bärchen, Katze, Klee,Häschen, Zylinder,Spielkarten, sonnenblume, Marienkäfer;;1;auf Buffet;;"Mit Versen und Sprüchen aus Japan, von Goethe, Shaw und Schoppenhauer wird das Glück beschrieben.

Das Buch ist ein Neukauf. - 1";1246.0;[]
;978.0;;4100;;;Pautner, Norbert;Pautner, Norbert (Ill.);Ich buchstabier dir L-i-e-b-e;10.0;arsEdition, München;180° Mittelb., V(5);2,99 €;2008;;;deutsch;;Eine Pop-up-Überraschung;Schmetterlinge, Rosen, Vogel,Maulwurf, Herz, Wolken, Blitze;;1;auf Buffet;;"Mit kleinen Gedichten und Versen von Voltaire, Betina von Arnim,Matthias Claudius,Pascal und Schiller wird die Liebe beschrieben.

Das buch ist neu. - 1";1245.0;[]
;978.0;;1025;;;N.N.;N.N.;OhneTitel (Verkehrsmittel);8.0;Mulder & Zoon, Amsterdam);90°, Aufklappb. (4) hoch;15,84 €;1950er;;;Ohne Worte;;;Transportmittel, Verkehrsmittel, Bahnhof, Lok, Zug,Auto, Tankstelle, Hafen, Schiff, Flugzeuge, Tower;;2;6 - 3;;"Das Buch enthält keine Worte außer dem Hinweis ""Printed in Holland No. 3420 B G.A. f 2,50""

Das Buch ist leicht bestoßen und etwas angegraut. Auf dem Buchdeckel gibt es einen kleinen 2  cm langen hellen Fleck. Ansonsten kein Eintrag oder Abriss. - 2";1244.0;[]
;978.0;;33;;;N.N.;N.N.;Come to Life Stories No. 4;8.0;Sandle Brothers Ltd., London;90°, Aufklappb. (2) hoch;14,38 €;1950er;;;English;;;Märchen,Hänsel, gretel, Hexe, Knusperhaus, Haus, sarg, Prinz, Zwerge;;3;6 - 3;;"Es werden die Märchen ""Hänbsel und gretel"" und ""Schneewittchen und die sieben Zwerge"" erzählt.

Das Buch ist licht bestoßen. Der Buchrücken ist etwa 5cm verloren gegangen und weitere 8 cm drohen ebenfalls sich abzulösen. Innen ist es sauber und vollstän";1750.0;[]
;978.0;;33;;;N.N.;N.N.;Multiplans;8.0;Georges Chaix, Paris;90°, Aufklappb. (2) hoch;15,90 €;1950er;;;française;;;Märchen, gestuefelter Kater, Rotkäppchen, Kutsche, Schloss, Wald, Wolf, Haus;;2;6 - 3;;"In dem Buch werden die beiden Märchen ""Der gestiefelte Kater"" und ""Rotkäppchen und der Wolf"" erzählt. Nr.3

Das Buch ist leuicht bestoßen, aber sonst gut erhalten. Ohne Eintrag oder Abriss. - 2";1906.0;[]
;978.0;;33;;;N.N.;N.N.;Asseposter (Aschenputtel);8.0;Mulder & Son, Amsterdam;90°, Aufklappb. (2) hoch;6,00 €;1950er;;;holländisch;;Panorama;Märchen, Aschenputtel, Fee, Kutsche, Pferde, Balol, Prinz, Tanz,;;4;6 - 3;;"Es wird das Märchen von Aschenputtel erzählt und mit zwei Pop-ups dargestellt.Nr. 5.

Das Buch ist stärker bestoßen und abgegriffen. Beim zweiten Pop-up ist ein Teil an der Seite abgerissen. kein eintrag. - 4";1241.0;[]
;978.0;;8321;;;N.N.;N.N.;Auf dem Bauernhof;8.0;Mulder & Son, Amsterdam;90°, Aufklappb. (2) hoch;13,43 €;1950er;;;deutsch;;Panorama;Haustiere, Bauernhof, Pferd, Kuh, Huhn, schwein, Hund, Schaf;;2;6 - 3;;"In dem Buch wird das Leben auf dem Bauernhofbeschrieben.

Das Buch ist leicht bestoßen, aber innen sauber und ohne Eintrag. - 2";1240.0;[]
;978.0;;36865;;;N.N.;"Vargo, Vanessa; Thomas, Liz (Ill.)";Captain Sam;22.0;Outlet Book Company;Halbseiten-Klappen, quer;2,60 €;1991;;;English;;;Meer, boot, Möwe,Leuchtturm,Wal, seepferd, Nixe, Badewanne, Wellen;;2;6 - 2;;"Mit Halbseiten in Wellenform werden vom Kapitän Sam verschiedene Teile im Meer aufgedeckt. Erst in der Schlussszene zeigt sich, dass das Spiel in der Badewanne stattfindet.

Das buch ist etwas bestoßen  und leicht angeschmutzt. Auf der Rückseite ist ein";1239.0;[]
;978.0;;8388612;;;N.N.;"Becker,reinhard; Mariss, Jochen";Der Sprung;138.0;Grafik Werkstatt Bielefeld;90°, Aufklappb. (1) hoch;3,30 €;1986;;;deutsch;;;Zeitungsleser;Sammelband;2;1 - 1;;"Der Sammelband mit Beiträgen Günter Grass, Hermann Hesse, Erich Kästner u.a.m. hat nur einige Extrateile wie eine Postkarte, eine halbe Siegelseite, eine Feder, eine Wundertüte und das zeitungsleser-pop-up. 

Das Buch ist äußerlich etwas abgegriffen, ab";1238.0;[]
;978.0;;16777233;;;N.N.;Cornille, Didier;Rund  Eckig  Das Buch der Gegensätze;32.0;Gerstenberg;Auffaltungen (3) Klappen;5,00 €;2010;;;deutsch;;;Fahrzeuge, Gebäude, Schiff, flugzeug, Haus, Auto;;1;X;;"Das Buch zeigt mit einfachsten Strich- oder Punktzeichnungen Gegensätze aus fast allen Bereichen, die meistens in gegenüberliegenden Bildern dargestellt werden. Die drei pop-ups lassen sich nur per hand verändern (vergrößern).

Das Buch ist neu. - 1";1237.0;[]
;978.0;;16777220;;;N.N.;Kriegel, Volker;Hallo und andere wahre Geschichten;48.0;Sauerländer;90°,180°(2),Löcher;2,00 €;1982;;;deutsch;;;Akordium, Exhibitionist;;1;1 - 1;;"Das Buch ist eine Art Tagebuch mit kleinen Humorskizzen und Fantasiefetzen. Spärliche Pop-ups.

Sehr gut erhalten. kine benutzungsspuren. - 1";1236.0;[]
;978.0;;2686978;Original;;N.N.;N.N.;Long Live The Queen!;22.0;Juvenile Productions Ltd.;90°, Aufstellbilder(4)quer;7,92 €;1953);;;English;;;Königin, Elisabeth II, , Kutsche, Parade,  Buckingham Palast, Westminster Abbey, London;;2;1 - 2;;In dem Buch wird die Zeremonie zur Krönung der Königin Elisath II. 1953 mit der Parade und der vergoldeten Kutsche aus der Sicht zweier Kinder dargestellt. Sie machen mit ihrem Onkel eine Stadtführung durch London. Plastik ummantelterDraht-Spiral-Bindung.;1235.0;[]
;978.0;;11010052;Original;;N.N.;N.N.;The Coronation of Her Majesty Queen Elizabeth II  Approved Souvenir Programme;40.0;King George's Jubilee Trust;k e i n  Pop-up;10,16 €;1953);;;English;;;Königin, Elisabeth II, , Kutsche, Parade,  Krone, Prozessionsplan, Stammbaum;;2;1 - 2;;In dem Buch wird die Zeremonie zur Krönung der Königin Elisath II. 1953 mit der Parade und der vergoldeten Kutsche dargestellt. Daneben werden Fotos der Königin, ihrer Familie,der Krone,des Buckingham Palastes  und des Westminster Abbey gezeigt. Die Insig;1234.0;[]
;978.0;;11010052;Original;;N.N.;N.N.;The Coronation of the Queen  Stand-up Model of the Royal State Coach;10.0;Daily Express Publication;90°, Aufklappb. (1);10,16 €;1953);;;English;;;Königin, Elisabeth II, Buckingham Palast, Kutsche, Parade, Krönung, Krone, Pferde,;;3;1 - 2;;In dem Buch wird die Zeremonie zur Krönung der Königin Elisath II. 1953 mit der Parade und der vergoldeten Kutsche dargestellt. Daneben werden Fotos der Königin, der Krone, der Krönung und des Stammbaums gezeigt. Die Insignien (Zepter, Reichskugel, Schwer;1233.0;[]
;978.0;;2621444;Original;;N.N.;N.N.;God Save the Queen;22.0;Raphael Tuck;Umriss, Fenster (5);6,36 €;1953);;;English;;"A ""Look Through"" Picture Book";Parade, Kutsche, Krönung, Königin, Zepter, Krone, Kirche, Kathedrale;;3;1 - 2;;Mit dem Buch werden vier Szenen von der Krönung Elisabeth II. 1953 dargestellt: Parade mit der Kutsche, Krönung in der Kathedrale, Elisabeth mit der Krone, Kutsche vor der Kathedrale. Die ausgeschnittenen Szenen werden in Laschen des Vorgängerblattes gest;1232.0;[]
;978.0;;2621444;Original;;N.N.;N.N.;TIM's Telescopic View of Coronation To Celebrate Her Majesty's Silver Jubilee 1952 - 1977;8.0;South Bar, Bambury, Oxon, England;Tunnelbuch (10);25,12 €;1977;;;English;;;Palast, Parade, Kutsche, Soldaten,;;1;1 - 2;;Das Tunnelbuch (oder Minitheater) zeigt einen Länsblick auf eine Parade, deren Mittelpunkt die Goldene Kutsche mit Königin Elisabeth vor dem Buckingham Palast ist. Man blickt durch eine 2cm-Durchmesser-Linse im Buchdeckel auf das Geschehen von 1953. Mit d;1231.0;[]
;978.0;;8388609;;;N.N.;N.N.;What Jan can do - Her;14.0;Lowe, James & Jonathan Inc;Kulleraugen;3,99 €;1961;;;English;;Peek-a-Book;Mädchen, Kleidung, Kulleraugen,Schülerin, Raumfahrerin,  Gärtnerin, Cowboy, Holländerin;;2;1 - 1;;Kleine Geschichten über ein Phantasieleben begleiten die kleine Jan, die immer ganz abgebildet ist  und nur die Augen sind zwei Kreise, durch die man auf zwei Vixierbilder sehen kann. Die Augen sind auf der letzten Inneseite aufgeklebt. Außerdem gibt es n;1230.0;[]
;978.0;;8388609;;;N.N.;N.N.;Billy Boy;14.0;Samuel Lowe Company Kenosha;Umriss, Kleiderw.;12,09 €;1953;;;English;;A Bonnie Jack in the Book;Junge, Kleidung, Baseballspieler, Schaffner, Tennisspieler, Polzist, Angler;;2;1 - 1;;"Billy und betty besuchen mit dem Zug ihre Cousinen auf dem Lande, wo sie auch verschidene sportliche Aktivitäten entwickeln. Dazu erhält die Drehfigur (Kopf und Beine) verschiedene Kleidungen und Uniformen.

Das buch istleicht bestoßen und etwas fingerf";1229.0;[]
;978.0;;8388609;;;Moseley, Keith;"Lang, Elmy; Moseley, Keith (Ill.)";Was Felix werden will;10.0;Favorit;Umriss, Kleiderw.;0,50 €;1950er;;;deutsch;;Klapp-Auf-Buch;Junge, Kleidung, Polzist, Eisenbahner, Milchmann, Rennfahrer, Fußballer;;3;1 - 1;;"In kleinen Versen werden die mit der herausdrehbaren Figur(Kopf und Beine) auf der hinteren Deckelinnenseite begleitet. Leinenrücken.

Das Buch hat einige Benutzungsspuren: Der Buchdeckel ist bestoßen, der hintere abgeschabt und hat einen Rest von einem";1228.0;[]
;978.0;;8388609;;;N.N.;"Papa, Reli; Györffy, Anna F. (Ill.)";Peter was willst du werden;28.0;Corvina Budapest;Umriss, Kleiderw.;3,50 €;1960;;;deutsch;;;Junge,Kleidung, Gärtner, Bäcker, Matrose, Zahnarzt, Schornsteinfeger, Schaffner, Mechaniker;;2;1 - 1;;"Es werden mehrere längere Geschichten von Peter und seinen Träumen und Aktivitäten erzählt. Die Figur ist im hinteren Innendeckel herausdrehbar(Beine und Kopf). Kunststoffrücken.

Das Buch ist nur gering bestoßen und noch gut erhalten ohne Eintrag. - 2";1227.0;[]
;978.0;;8388609;;;N.N.;N.N.;Peter und seine sieben Sachen;16.0;Dr.Edmund Landy, Wien;Umriss, Kleiderw.;0,00 €;1950er;;;deutsch;;Spielbilderbuch Nr. 1;Junge, Kleidung, Berfufskleidung,Gärtner, Bäcker, Feuerwehrmann,Arzt,Schornsteinfeger,Friseur, Matro;;3;1 - 1;;"Peter wird in verschiedenen Berufskleidungen vorgestellt.Die im hinteren Innendeckel herausdrehbaren Teile (Kopf und Beine) werden von 4-zeiligen Reimversen begleitet. Leinenrücken.

Das Buch ist schon etwas mitgenommen. Der Buchdeckel ist fleckig und b";1226.0;[]
;978.0;;8388609;;;N.N.;"Papa, Reli; Györffy, Anna F. (Ill.)";Inge was willst du werden;28.0;Corvina Budapest;Umriss, Kleiderw.;12,00 €;1967;;;deutsch;;;Mädchen,Kleidung, Blumenmädchen, Schulkind, Postbotin,Lehrerin, Eisprinzessin;;2;1 - 1;4.;"Es werden mehrere längere Geschichten von Inge und ihren Träumen in osteuropäischen Inhalten (Vöterchen Dezember) und mit entsprechenden farbigen Kleidern erzählt. Die Figur ist im hinteren Innendeckel herausdrehbarLeinenrücken.

Das Buch ist nur gering";1225.0;[]
;978.0;;65;;;N.N.;Gale, Leah;Timmy The timid Tiger;18.0;Samuel Lowe Company Kenosha;Umriss, Kleiderw.;9,11 €;1956;;;English;;A Bonnie Jack in the Book;Tiger, Kleidung, Maus, Seehund, Schuluniform, Mantel, Soldat,Indianer, Cowboy, Reiter;;2;1 - 1;;Dem ängstlichen Tiger Timmy werden wegen seiner Furcht die Streifen vom Tigerrat aberkannt. Er versucht seine Ängstlichkeit bei Mäusen, sehunden und auf Reisen vergeblich zu überwinden. Zum guten Schluss rettet er das leben seiner Mutter indem er furchtlo;1224.0;[]
;978.0;;65;;;N.N.;N.N.;Popsy the Pup;14.0;Samuel Lowe Company Kenosha;Umriss, Kleiderw.;11,27 €;1953;;;English;;A Bonnie Jack in the Book;Hund, Kleidung, Zirkus, Boxer, Showman, Clown,Indianer,;;3;1 - 1;;"Popsy ist ein kleiner schwarzer Hund mit fliegenden Ohren und einem beweglichen Schwanz. Bobby und Lynn wollen aus ihm eien Zirkushund in verschiedenen Verkleidungen machen, der  aber in einer Limonadenbowle stecken bleibt. 

Das Buch ist leicht bestoße";1223.0;[]
;978.0;;129;Original;;N.N.;Groen, V. (Ill.);Jack;14.0;Mulder & Zoon, Amsterdam;Umriss, Kleiderw.;14,83 €;1950er;;;English;;;Junge, Kleidung, Fußballspieler, Bäcker, Matrose, Gärtner, Mantel, Badeanzug;;2;1 - 1;;"Es wird eine Geschichte von Jack und seinen Wünschen und Tätigkeiten  erzählt, die mit verschiedenen Kleidungsvorschlägen zur auf der hinteren Innenseite herausdrehbaren Figur passen. Klammerheftug.

Das Buch ist nur leicht bestoßen und der Einband etwa";1222.0;[]
;978.0;;65;Original - 1;;N.N.;"Ridgway, Marion V.; Hopkins, Hildegard L. (Ill.)";First Steps;24.0;Howell Soskin, New York;Auffaltungen, Klappen(6);3,99;1943;;;English;;;Haustiere, Tierbabies, Ente, Kalb,Lamm, Häschen,Kücken,Ferkel, Kätzchen,Zicklein, Bärchen, Welpen;;2;1 - 9;;"Mit jeweils zwei gereimten Zeilen werden die ersten Schritte der 11 Tierbabies vorgestellt. Durch das Umklappen des Muttertieres erscheinen dann auf einem Ziehstreifen weiter Tierkinder. Kunststoff-Spiralbindung.

Das Buch ist äußerlich schon stärker be";1221.0;[]
3551120781;978.0;;65;;;N.N.;"Seymour, Peter; Cremins, Robert (Ill.)";Fussel Wussels neue Kleider;22.0;Carlsen Verlaag;Umriss, Kleiderw.;3,00 €;1987;;;deutsch;;;Bär, Kleidung, Clown,Matrose, Zauberer, Cowboy,Taucher, Pyjama,Trainer, Astronaut;;2;1 - 1;;"Das fell des  Bären Fussel Wussel ist schon abgeschabt und er friert. Deswegen bringen der Fuchs und der Hase ihm verschiedene Kleidungsstücke, die er durch Aufklappen der Seiten sich überzieht. Schließlich bekommt er ein neues Bärenfell.

Das Buch ist";1220.0;['880441496']
3815710669;978.0;;1;Original - 1;;N.N.;"Kleinschmidt, Thorsten (Text); Röhmer, Thomas (Ill.)";Mein Bärenmädchen;6.0;Coppenrath, Münster;Umriss, Kleiderw.;1,50 €;1993;;;deutsch;;;Kleidung, Bär, Bäurin, Winter, Schneemann, Sommer, Puppe, Strand, Badekleidung, Eimer, Lebkuchen;;2;1 - 1;;"Es wird ein Bärenfräulein mit vier unterschiedlichen Kleidern dargestellt. Die ganze Figur ist auf der letzten Seite (nicht beweglich) und wird von mittleren Kleidungsseiten überdeckt. Das Bärenkind hat verschiedene Assesoires in der hand

Das Büchlein";1219.0;[]
;978.0;;65;Original - 1;;N.N.;N.N.;The Ducks come to the Farm;22.0;N.N.James & Jonathan Company, Kenosha;90°, Aufklappb. (2) q;14,23 €;1949;;;English;;Bonnie Book;Bauernhof, Haustiere, Enten, Huhn, Hahn, Hund, Katze, Pferd;;2;1 - 9;;"Es wird die Ankunft eines Entenpaares mit ihren Jungen auf einem Bauernhof beschrieben und der erst Morgen danach. Die 2 Pop-ups sind auf dünnen Papier hineingeklebt worden.Klammerheftung.

Das Buch ist noch gut erhalten, nur gering bestoßen und nur lei";1218.0;[]
